SECTION,ROW,SEAT#,Position X,Position Y,Position Z,X_Axis,Y_Axis,Z_AXIS,Xsquare,Ysquare,Zsquare,Distance,coord,angle,Distance Score,Seat Score,Sales,Price per Seat,Customer 
SEC_213,ROW_H,SEAT_09,"-167'-6 7/8""","7'-0 11/16""","34'-11 7/16""",-167.5729167,7.057291667,34.953125,28080.6824,49.80536567,1221.720947,171.3248631,"(-167.57291669999998, 7.057291667)",0.0268,0.146241662,0.086520831,Open,,
SEC_213,ROW_J,SEAT_09,"-170'-3 7/8""","7'-0 11/16""","36'-5 7/16""",-170.3229167,7.057291667,36.453125,29009.89594,49.80536567,1328.830322,174.3230668,"(-170.32291669999998, 7.057291667)",0.0263,0.125461885,0.075880943,Open,,
SEC_213,ROW_K,SEAT_09,"-173'-0 7/8""","7'-0 11/16""","37'-11 7/16""",-173.0729167,7.057291667,37.953125,29954.23448,49.80536567,1440.439697,177.3259134,"(-173.07291669999998, 7.057291667)",0.026,0.10464993,0.065324965,Open,,
SEC_213,ROW_L,SEAT_09,"-175'-9 7/8""","7'-0 11/16""","39'-5 7/16""",-175.8229167,7.057291667,39.453125,30913.69803,49.80536567,1556.549072,180.3331707,"(-175.82291669999998, 7.057291667)",0.0256,0.083807404,0.054703702,Open,,
SEC_126,ADA,SEAT_07,"141'-8""","5'-2""","20'-6""",149,7,20.5,22201,49,420.25,150.5664305,"(149.0, 7.0)",0.0299,0.290113007,0.160006504,Open,,
SEC_126,ADA,SEAT_08,"141'-8""","5'-2""","20'-6""",149,7,20.5,22201,49,420.25,150.5664305,"(149.0, 7.0)",0.0299,0.290113007,0.160006504,Open,,
SEC_201,ROW_M,SEAT_01,"178'-7 5/8""","6'-11 5/16""","40'-11 7/16""",178.6354167,6.942708333,40.953125,31910.61209,48.201199,1677.158447,183.4011225,"(178.63541669999998, 6.942708333)",0.0248,0.062544221,0.043672111,Open,,
SEC_213,ROW_M,SEAT_10,"-178'-7 5/8""","6'-11 5/16""","40'-11 7/16""",-178.6354167,6.942708333,40.953125,31910.61209,48.201199,1677.158447,183.4011225,"(-178.63541669999998, 6.942708333)",0.0248,0.062544221,0.043672111,Open,,
SEC_126,ROW_J,SEAT_12,"126'-0 5/16""","6'-10 1/16""","10'-10 1/2""",126.0260417,6.838541667,10.875,15882.56318,46.76565213,118.265625,126.6791003,"(126.02604170000001, 6.838541667)",0.0346,0.455669934,0.245134967,Open,,
SEC_126,ROW_K,SEAT_12,"128'-9 5/16""","6'-10 1/16""","12'-2""",128.7760417,6.838541667,12.16666667,16583.26891,46.76565213,148.0277778,129.53016,"(128.7760417, 6.838541667)",0.0338,0.435909975,0.234854988,Open,,
